Region,TownSize,Gender,Age,EducationYears,JobCategory,UnionMember,EmploymentLength,Retired,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,X,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,NumberCats,NumberDogs,NumberBirds,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonth,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber,TotalOverTenure,TotalByTenure,TotalLastMonth,TotalServices,TotalDevices,LastMonthGroup,CardSpendGroup,TenureGroup,segment,CustomerValue,probValue,ValueGroup,kmeans_segment
1,1,Female,70,19,Labor,No,27,Yes,10000,9.2,0.2254,0.6946,NA,No,Unmarried,1,3,3,0,0,0,2,Lease,Foreign," $ 2,700.00 ",21,Yes,Yes,Disc,39,11,2007.1,No,72,57.75,1356.1,No,0,0,Yes,No,0,0,Yes,No,No,Yes,No,Yes,No,No,No,23,Yes,No,No,No,Yes,1356.1,18.834722222222222,57.75,3,2,Low,Low,Long,2,Low,0.47869509444908565,Low,2
3,5,Female,67,13,Sales,No,6,No,38000,16.2,2.917944,3.238056,NA,No,Unmarried,1,3,0,0,0,0,3,Lease,Domestic," $ 13,000.00 ",38,Yes,Yes,Mast,21,11,4348.3,No,51,24.75,448.15000000000003,Yes,41.05,2038.1,No,Yes,36.15,1641,Yes,No,Yes,3,No,No,No,No,Yes,21,Yes,Yes,Yes,No,Yes,4127.25,80.92647058823529,101.94999999999999,4,5,High,Low,Long,6,High,0.13908802050057942,Low,2
1,1,Female,41,14,Agriculture,No,19,No,43000,18.1,2.622871,5.160129,NA,Yes,Married,3,0,0,0,0,0,2,Own,Foreign," $ 17,500.00 ",26,Yes,No,Visa,17,16,3912.8,No,41,43.5,608,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,Yes,19,No,No,Yes,No,No,608,14.829268292682928,43.5,1,2,Low,Low,Long,2,Low,0.9500250153107173,High,1
2,4,Male,76,14,Sales,Yes,13,Yes,15000,6.7,0.5628,0.4422,NA,No,Unmarried,1,1,0,0,1,0,2,Lease,Domestic," $ 5,900.00 ",27,Yes,No,AMEX,29,10,3247.6,No,56,34.949999999999996,659.4,Yes,34.65,1974.8,Yes,No,0,0,Yes,No,Yes,4,Yes,Yes,No,No,No,12,Yes,No,Yes,No,Yes,2634.2,47.03928571428571,69.6,5,4,Low,Low,Long,2,Low,0.5502940194032017,High,2
4,3,Female,68,12,Sales,No,7,Yes,12000,22.7,0.656484,2.067516,NA,Yes,Married,2,0,0,0,0,1,2,Lease,Domestic," $ 5,200.00 ",26,No,Yes,Othe,27,7,1497.2,No,52,55.05,948.15,No,0,0,No,No,0,0,No,No,No,No,No,No,Yes,No,Yes,15,No,No,No,No,Yes,948.15,18.233653846153846,55.05,1,1,Low,Low,Long,2,Low,0.9308550159718291,High,2
5,5,Female,40,19,Labor,No,12,No,107000,4.1,2.373367,2.013633,NA,No,Married,2,4,1,0,0,0,2,Own,Domestic," $ 56,500.00 ",26,No,Yes,Visa,22,11,5017.6,No,59,34.05,637.9499999999999,Yes,48.949999999999996,2727,Yes,Yes,53.9,3062.15,Yes,Yes,Yes,4,No,No,Yes,Yes,Yes,25,Yes,Yes,Yes,No,No,6427.1,108.93389830508475,136.9,7,5,High,High,Long,8,High,0.005728013587895599,Low,2
1,2,Female,77,10,Labor,Yes,40,Yes,10000,4.6,0.2438,0.2162,NA,No,Unmarried,1,10,2,3,0,0,1,Lease,Domestic," $ 5,000.00 ",21,Yes,No,Mast,27,12,2193.7,No,44,28.05,403.5,No,0,0,Yes,No,0,0,No,No,No,No,No,No,No,No,No,24,No,No,No,No,Yes,403.5,9.170454545454545,28.05,0,1,Low,Low,Long,2,Low,0.990085478909549,High,1
2,3,Male,74,13,Crafts,No,39,Yes,19000,4.9,0.241129,0.689871,NA,No,Unmarried,1,0,0,0,0,1,4,Lease,Foreign," $ 6,200.00 ",17,Yes,Yes,Visa,39,12,1971.7,Yes,72,154.95000000000002,3677.4,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,16,No,No,No,No,Yes,3677.4,51.075,154.95000000000002,1,1,High,Low,Long,6,High,0.003341601105227671,Low,2
2,3,Male,54,10,Sales,No,8,No,33000,11.9,1.346961,2.580039,NA,No,Unmarried,1,0,0,0,0,1,2,Own,Domestic," $ 15,400.00 ",24,No,No,Visa,11,9,1122.4,No,29,26.55,277.75,No,0,0,Yes,No,0,0,No,No,No,No,No,Yes,No,Yes,No,25,No,No,No,No,Yes,277.75,9.577586206896552,26.55,2,1,Low,Low,Short,1,Low,0.9991118770655026,High,1
3,1,Female,36,18,Service,No,5,No,41000,11,0.82984,3.68016,NA,No,Married,2,2,0,0,0,0,2,Own,Foreign," $ 24,600.00 ",21,No,No,Visa,18,12,4102.3,Yes,53,29.85,540.2,Yes,31.95,1641.55,No,No,0,0,Yes,Yes,No,Yes,No,No,No,No,Yes,19,Yes,Yes,Yes,No,No,2181.75,41.16509433962264,61.8,4,4,Low,Low,Long,2,Low,0.6084774577295452,High,2
4,2,Female,64,9,Service,No,37,No,236000,0.5,0.59826,0.58174,NA,No,Unmarried,1,10,2,1,0,1,2,Own,Foreign," $ 84,000.00 ",21,No,Yes,Disc,24,10,3601,No,61,33.75,650,No,0,0,Yes,Yes,46.349999999999994,2674.5,No,No,Yes,No,Yes,Yes,Yes,Yes,No,21,No,No,No,Yes,Yes,3324.5,54.5,80.1,6,3,High,Low,Long,6,High,0.2345524225828432,Low,2
2,4,Male,23,16,Crafts,Yes,1,No,44000,6.4,1.652992,1.163008,NA,No,Married,4,9,1,2,0,1,3,Own,Foreign," $ 16,500.00 ",34,No,Yes,Mast,5,14,5167.7,No,42,22.35,288.4,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,25,No,Yes,No,No,Yes,288.4,6.866666666666666,22.35,4,2,Low,High,Long,4,High,0.9631208499191061,High,1
5,1,Female,21,12,Sales,Yes,0,No,17000,5.9,0.342023,0.660977,NA,No,Unmarried,1,3,0,0,0,0,0,-1,-1," $ (1,000.00)",23,No,No,Visa,1,11,2073.6,Yes,3,6.3,6.55,No,0,0,Yes,No,0,0,No,No,Yes,4,Yes,Yes,Yes,Yes,Yes,11,Yes,Yes,Yes,Yes,No,6.55,2.183333333333333,6.3,5,6,Low,Low,Short,1,Low,0.9999713355595754,High,1
2,2,Male,53,17,Sales,No,3,No,94000,16.4,3.345272,12.070728,NA,Yes,Unmarried,1,1,1,0,0,0,3,Own,Foreign," $ 53,700.00 ",24,No,No,AMEX,6,10,2615.4,Yes,16,10.8,41.349999999999994,Yes,32.05,527.55,Yes,No,0,0,No,No,No,Yes,Yes,No,No,Yes,No,15,Yes,No,No,No,No,568.9,35.55625,42.849999999999994,4,2,Low,Low,Short,1,Low,0.9985908667786251,High,1
3,1,Female,68,15,Professional,No,15,No,57000,5.6,0.632016,2.559984,NA,No,Married,2,1,1,0,0,1,3,Own,Domestic," $ 32,600.00 ",17,No,Yes,Mast,19,7,1354.5,No,34,22.5,262.75,No,0,0,Yes,Yes,35.65,1147,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,15,No,No,No,Yes,No,1409.75,41.463235294117645,58.15,7,3,Low,Low,Short,1,Low,0.9889560257166692,High,1
5,2,Male,57,14,Service,No,17,No,70000,20.4,2.41332,11.86668,NA,No,Unmarried,1,0,0,0,0,0,1,Own,Domestic," $ 30,400.00 ",26,No,No,Disc,27,10,7581.7,No,53,30.9,587.25,No,0,0,Yes,No,0,0,No,No,No,No,No,No,Yes,No,No,23,No,No,No,No,Yes,587.25,11.080188679245284,30.9,1,1,Low,High,Long,4,High,0.5046666100581422,High,3
4,4,Female,28,19,Sales,Yes,0,No,19000,12.5,0.79325,1.58175,NA,No,Married,2,6,2,0,4,0,4,Own,Domestic," $ 7,300.00 ",33,No,No,Disc,6,5,775.1,Yes,18,19.95,96.9,Yes,48.949999999999996,822.55,Yes,Yes,41.2,711.4,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,22,Yes,No,Yes,Yes,No,1630.85,90.60277777777777,110.1,9,5,High,Low,Short,5,Low,0.973787367480351,High,1
3,5,Female,55,16,Sales,No,5,No,68000,3,0.27336,1.76664,NA,No,Married,2,0,0,0,0,1,3,Own,Domestic," $ 33,200.00 ",29,No,Yes,AMEX,24,16,11247.6,Yes,41,30,410.85,Yes,21.3,860.9,Yes,No,0,0,No,No,No,Yes,No,No,No,No,Yes,27,Yes,No,Yes,No,No,1271.75,31.01829268292683,51.3,2,3,Low,High,Long,4,High,0.10212407110596672,Low,3
2,4,Male,59,15,Service,No,15,No,184000,6.6,6.61848,5.52552,NA,No,Married,2,0,0,0,0,1,1,Own,Foreign," $ 82,300.00 ",25,Yes,Yes,Visa,40,14,5390.3,No,72,147.15,3464.2,Yes,38.15,2705.9500000000003,Yes,No,0,0,Yes,No,No,Yes,No,No,No,No,No,21,Yes,No,Yes,No,Yes,6170.15,85.69652777777777,185.3,3,3,High,High,Long,8,High,6.555741720972689e-5,Low,2
1,1,Female,47,17,Professional,No,6,No,54000,1.6,0.101088,0.762912,NA,No,Married,2,2,2,0,0,0,2,Own,Domestic," $ 22,400.00 ",32,Yes,Yes,Mast,26,13,3186.1,No,53,51.75,905.3499999999999,Yes,37.949999999999996,2001.2,Yes,Yes,30.2,1559.25,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,17,Yes,Yes,Yes,Yes,Yes,4465.8,84.26037735849057,119.89999999999999,7,5,High,Low,Long,6,High,0.08750053542766612,Low,2
2,2,Female,54,18,Professional,No,9,No,80000,5.8,2.86752,1.77248,NA,No,Married,2,6,0,2,0,1,2,Own,Domestic," $ 54,600.00 ",26,No,Yes,AMEX,31,14,19781.2,Yes,60,49.2,986.2,Yes,54.9,3293.3500000000004,Yes,Yes,49.8,2863,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,27,Yes,No,Yes,Yes,Yes,7142.55,119.0425,153.89999999999998,9,5,High,High,Long,8,High,1.6042446552522853e-7,Low,3
4,4,Male,43,11,Sales,No,4,No,60000,7.4,2.36208,2.07792,NA,No,Married,2,6,3,0,0,0,3,Own,Foreign," $ 36,400.00 ",25,No,No,AMEX,11,13,6187.5,No,30,20.55,219.95000000000002,No,0,0,Yes,No,0,0,No,No,No,No,No,No,Yes,No,No,16,Yes,Yes,No,No,Yes,219.95000000000002,7.331666666666667,20.55,1,3,Low,High,Short,3,Low,0.9827169946851344,High,3
5,1,Male,63,11,Crafts,No,25,Yes,9000,16.1,0.321678,1.127322,NA,No,Married,2,6,0,1,0,1,3,Lease,Foreign," $ 4,500.00 ",30,No,Yes,AMEX,37,11,3771.8,No,67,63.6,1457,No,0,0,Yes,No,0,0,Yes,No,No,Yes,No,No,Yes,No,No,0,Yes,No,Yes,No,No,1457,21.746268656716417,63.6,3,2,Low,Low,Long,2,Low,0.26970454545473177,Low,2
4,1,Male,40,10,Agriculture,No,19,No,43000,15.1,2.92185,3.57115,NA,No,Married,6,2,0,0,0,1,3,Own,Foreign," $ 29,400.00 ",20,No,No,Disc,22,12,2788.6,Yes,70,126.6,2984.55,Yes,45.4,3049.8500000000004,Yes,No,0,0,Yes,No,No,Yes,Yes,No,No,Yes,No,22,Yes,Yes,No,No,Yes,6034.4000000000005,86.2057142857143,172,5,3,High,Low,Long,6,High,9.241140595487577e-4,Low,2
4,4,Male,22,14,Service,No,0,No,18000,21.7,2.5389,1.3671,NA,Yes,Married,4,11,0,1,0,1,2,Lease,Domestic," $ 7,300.00 ",26,No,No,Mast,4,9,2452.4,No,47,33.449999999999996,590.15,Yes,37.4,1739.9,Yes,Yes,40.2,1853.1499999999999,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,22,Yes,Yes,Yes,No,No,4183.2,89.00425531914894,111.05,8,5,High,Low,Long,6,High,0.3310603416634157,Low,2
2,1,Female,33,11,Crafts,No,5,No,38000,17.5,2.05485,4.59515,NA,Yes,Married,4,0,0,0,0,1,1,Own,Foreign," $ 18,600.00 ",21,Yes,No,AMEX,15,7,2866,Yes,30,25.95,228.75,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,19,No,No,Yes,No,No,228.75,7.625,25.95,4,2,Low,Low,Short,1,Low,0.9971017906417861,High,1
3,5,Female,58,10,Sales,No,6,No,27000,7.8,1.071954,1.034046,NA,No,Married,3,1,1,0,0,1,2,Own,Domestic," $ 15,500.00 ",39,No,Yes,Disc,37,4,1203.1,No,71,66.6,1577.95,No,0,0,Yes,No,0,0,Yes,No,No,No,Yes,Yes,No,No,No,18,Yes,No,No,No,Yes,1577.95,22.224647887323943,66.6,3,2,Low,Low,Long,2,Low,0.5058458471295346,High,2
4,2,Female,51,14,Sales,No,11,No,35000,12.9,3.41334,1.10166,NA,Yes,Unmarried,1,0,0,0,0,0,2,Own,Foreign," $ 16,600.00 ",22,No,Yes,Mast,12,12,5531.5,No,42,43.2,629.8499999999999,No,0,0,No,No,0,0,Yes,No,No,No,Yes,Yes,No,No,No,26,No,Yes,No,No,Yes,629.8499999999999,14.99642857142857,43.2,3,2,Low,High,Long,4,High,0.8608401836253008,High,3
3,1,Female,61,16,Professional,Yes,15,No,96000,9.7,5.02848,4.28352,NA,No,Married,4,2,0,1,1,1,3,Own,Foreign," $ 66,400.00 ",20,Yes,Yes,Disc,24,12,7259.7,No,51,57.9,1008.4499999999999,No,0,0,Yes,Yes,39.949999999999996,2049.8500000000004,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,13,Yes,No,No,Yes,Yes,3058.3,59.96666666666667,97.85,9,4,High,High,Long,8,High,0.0311438694023942,Low,3
1,1,Male,33,11,Service,No,11,No,53000,1,0.05141,0.47859,NA,No,Unmarried,1,9,0,1,0,1,4,Own,Domestic," $ 25,200.00 ",12,Yes,Yes,Mast,11,1,226.2,No,24,14.7,100.45,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,16,No,Yes,Yes,No,Yes,100.45,4.185416666666667,14.7,4,3,Low,Low,Short,1,Low,0.999854292442554,High,1
5,4,Male,57,14,Sales,No,6,No,29000,8.5,0.61132,1.85368,NA,No,Unmarried,1,2,0,0,0,1,2,Lease,Foreign," $ 19,100.00 ",32,No,No,Disc,21,19,4403.6,No,32,42.3,388.45,No,0,0,Yes,No,0,0,No,No,No,Yes,No,Yes,Yes,No,No,24,Yes,No,No,No,Yes,388.45,12.1390625,42.3,3,2,Low,Low,Short,1,Low,0.9757354791411246,High,1
1,3,Female,76,12,Crafts,No,30,Yes,20000,2.5,0.193,0.307,NA,No,Unmarried,1,0,0,0,0,0,2,Lease,Foreign," $ 9,900.00 ",27,No,Yes,Visa,40,8,2741.4,Yes,72,170.55,3957.2,Yes,43.349999999999994,3062.5,Yes,No,0,0,Yes,No,No,No,No,No,No,Yes,Yes,22,No,No,No,No,Yes,7019.7,97.49583333333334,213.9,3,1,High,Low,Long,6,High,6.736535590390559e-5,Low,2
4,3,Female,37,8,Professional,No,11,No,52000,12.6,3.30876,3.24324,NA,No,Married,5,1,1,0,0,1,5,Own,Foreign," $ 29,200.00 ",25,Yes,No,Mast,12,11,1930.3,No,25,15,133.9,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,19,No,No,No,No,No,133.9,5.356,15,4,1,Low,Low,Short,1,Low,0.9995106603599045,High,1
3,1,Male,65,16,Professional,No,22,No,296000,17.1,18.069912,32.546088,NA,Yes,Unmarried,1,0,0,0,0,1,1,Own,Foreign," $ 94,200.00 ",9,Yes,Yes,Disc,9,11,7771.7,No,25,13.950000000000001,83.45,No,0,0,Yes,Yes,60.349999999999994,1446.85,Yes,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,25,Yes,Yes,Yes,Yes,No,1530.3,61.211999999999996,74.3,8,6,High,High,Short,7,High,0.6148070005591905,High,3
3,4,Male,45,16,Service,No,12,No,41000,8.3,0.401554,3.001446,NA,No,Unmarried,1,0,0,0,0,0,3,Own,Foreign," $ 19,000.00 ",22,Yes,No,Visa,18,8,3683.9,Yes,63,91.5,1929.6,Yes,21.9,1304.4,Yes,No,0,0,Yes,No,No,Yes,No,No,No,No,Yes,19,Yes,Yes,Yes,No,No,3234,51.333333333333336,113.4,3,4,High,Low,Long,6,High,0.03271915682277023,Low,2
3,2,Female,56,17,Sales,No,6,No,20000,8.5,0.7276,0.9724,NA,No,Unmarried,1,1,0,0,1,1,2,Lease,Domestic," $ 6,200.00 ",37,No,No,Visa,27,18,4170.5,No,55,50.7,901.5,No,0,0,Yes,No,0,0,Yes,No,No,4,No,Yes,No,Yes,Yes,19,Yes,No,No,No,No,901.5,16.39090909090909,50.7,3,2,Low,Low,Long,2,Low,0.6943702057118504,High,2
5,2,Male,46,14,Sales,No,2,No,33000,5.8,0.983796,0.930204,NA,No,Unmarried,1,0,0,0,0,1,6,Own,Domestic," $ 19,200.00 ",19,No,Yes,Visa,16,13,3583.9,No,43,49.2,700.8,No,0,0,Yes,No,0,0,No,No,No,No,No,Yes,No,No,No,27,No,No,No,No,No,700.8,16.29767441860465,49.2,1,1,Low,Low,Long,2,Low,0.9310761513494563,High,1
1,2,Male,75,19,Sales,No,11,Yes,12000,6.5,0.17784,0.60216,NA,No,Unmarried,1,0,0,0,0,1,2,Lease,Foreign," $ 4,500.00 ",12,No,Yes,Disc,22,15,2763.9,No,32,31.95,324.85,Yes,38.25,1266.7,No,Yes,20.35,632.3499999999999,No,No,No,2,No,Yes,No,No,Yes,21,Yes,Yes,Yes,Yes,Yes,2223.9,69.496875,90.55000000000001,3,5,High,Low,Short,5,Low,0.874361503943003,High,1
2,1,Female,68,14,Labor,No,16,Yes,23000,1.8,0.12627,0.28773,NA,No,Unmarried,1,2,0,2,0,1,3,Lease,Domestic," $ 8,700.00 ",20,Yes,No,Disc,38,6,1413.6,No,71,97.2,2339.2,No,0,0,Yes,No,0,0,Yes,No,No,Yes,No,No,No,No,Yes,21,Yes,Yes,No,No,Yes,2339.2,32.946478873239435,97.2,2,3,High,Low,Long,6,High,0.1318626867576575,Low,2
2,3,Male,65,11,Sales,No,4,No,21000,5.5,0.463155,0.691845,NA,No,Married,3,5,0,0,0,0,2,Lease,Foreign," $ 8,300.00 ",30,Yes,No,Mast,16,10,1395.1,Yes,37,26.7,353.5,Yes,24.150000000000002,911.3,Yes,No,0,0,No,No,No,Yes,No,No,No,No,Yes,21,Yes,Yes,No,No,No,1264.8,34.18378378378378,50.85,2,3,Low,Low,Short,1,Low,0.9896618360190265,High,1
3,4,Male,27,17,Sales,No,0,No,16000,2.3,0.11408,0.25392,NA,No,Married,4,0,0,0,0,1,2,Own,Domestic," $ 7,400.00 ",27,No,No,Mast,9,16,2944.9,Yes,21,10.950000000000001,65.95,No,0,0,No,No,0,0,No,No,No,Yes,No,No,No,No,Yes,19,Yes,Yes,Yes,No,No,65.95,3.1404761904761904,10.950000000000001,1,4,Low,Low,Short,1,Low,0.9995251767413325,High,1
5,3,Male,68,19,Professional,No,11,No,108000,5.6,1.227744,4.820256,NA,No,Unmarried,1,4,0,0,0,1,2,Own,Domestic," $ 39,600.00 ",29,Yes,Yes,Mast,11,12,2952.7,Yes,32,25.8,273.05,Yes,68.6,2159.9500000000003,Yes,Yes,86.3,2647.25,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,18,Yes,Yes,Yes,Yes,No,5080.25,158.7578125,180.7,9,6,High,Low,Short,5,Low,0.03209240714815659,Low,2
3,4,Female,65,16,Sales,No,19,No,167000,4.7,3.516352,4.332648,NA,No,Unmarried,1,1,1,0,0,0,1,Own,Domestic," $ 59,200.00 ",26,No,No,Disc,5,15,6769.2,Yes,7,16.95,49.55,Yes,30,173.35000000000002,Yes,No,0,0,No,Yes,No,2,No,Yes,Yes,No,Yes,21,Yes,Yes,Yes,No,No,222.90000000000003,31.84285714285715,46.95,4,4,Low,High,Short,3,Low,0.9907588988648588,High,1
3,4,Female,56,13,Sales,No,1,No,20000,6.3,0.189,1.071,NA,No,Married,2,4,0,0,0,0,1,Own,Domestic," $ 9,600.00 ",22,No,No,Mast,11,6,1751.3,No,27,13.2,99.1,Yes,25.6,669.8499999999999,No,No,0,0,No,No,No,2,No,No,Yes,No,Yes,17,Yes,No,No,No,No,768.9499999999999,28.479629629629628,38.8,2,2,Low,Low,Short,1,Low,0.997840274458665,High,1
1,1,Female,37,12,Sales,No,1,No,26000,7,0.9828,0.8372,NA,No,Unmarried,2,1,0,1,0,1,2,Own,Domestic," $ 14,900.00 ",19,Yes,No,Disc,2,5,900.6,No,3,7.2,8.450000000000001,No,0,0,Yes,No,0,0,No,No,Yes,No,Yes,Yes,Yes,Yes,No,20,No,Yes,No,No,No,8.450000000000001,2.816666666666667,7.2,5,3,Low,Low,Short,1,Low,0.9999856814662255,High,1
1,4,Male,53,15,Labor,No,12,No,49000,10.8,0.576828,4.715172,NA,No,Unmarried,1,7,0,0,0,1,3,Own,Domestic," $ 18,200.00 ",28,Yes,Yes,AMEX,19,14,3981.9,No,46,32.1,527.2,Yes,43.4,1958.3,No,Yes,32.6,1479.3,No,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes,Yes,Yes,Yes,3964.8,86.19130434782609,108.1,8,6,High,Low,Long,6,High,0.19856864489255094,Low,2
5,4,Male,72,11,Service,No,20,Yes,17000,16.2,1.704726,1.049274,NA,No,Unmarried,1,4,0,0,0,1,2,Own,Domestic," $ 10,000.00 ",38,Yes,No,Mast,39,13,2409.5,No,71,102,2357.4,No,0,0,Yes,No,0,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,13,No,No,No,No,Yes,2357.4,33.202816901408454,102,6,1,High,Low,Long,6,High,0.05751416565486742,Low,2
5,2,Male,58,13,Labor,No,24,Yes,19000,4.7,0.254505,0.638495,NA,No,Unmarried,1,8,0,0,0,0,2,Own,Domestic," $ 7,000.00 ",23,No,Yes,AMEX,29,9,2472,No,56,45.449999999999996,839.9499999999999,No,0,0,Yes,No,0,0,Yes,No,No,2,No,No,No,No,No,23,Yes,No,Yes,No,No,839.9499999999999,14.999107142857142,45.449999999999996,1,3,Low,Low,Long,2,Low,0.8904574947313038,High,2
3,4,Male,39,8,Agriculture,No,15,No,46000,5.7,0.883614,1.738386,NA,No,Unmarried,1,12,1,1,0,1,3,Own,Foreign," $ 29,500.00 ",25,No,Yes,Othe,21,7,1483.1,Yes,58,69.3,1366.85,No,0,0,Yes,No,0,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,19,No,No,No,No,No,1366.85,23.566379310344825,69.3,5,1,Low,Low,Long,2,Low,0.7542580098650233,High,2
2,2,Female,39,14,Sales,No,2,No,83000,7.2,2.701152,3.274848,NA,Yes,Unmarried,1,0,0,0,0,0,1,Own,Foreign," $ 41,100.00 ",25,No,No,Visa,10,3,434.9,No,19,19.35,125.35,Yes,40.65,750.5,Yes,No,0,0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,18,Yes,Yes,Yes,Yes,No,875.85,46.097368421052636,60,6,5,Low,Low,Short,1,Low,0.9986759731555065,High,1
2,1,Female,73,12,Professional,No,20,Yes,26000,13.1,1.03883,2.36717,NA,No,Married,2,5,0,0,0,1,1,Own,Domestic," $ 14,000.00 ",22,No,No,Disc,38,9,2177.2,No,71,48.6,1164,Yes,35.7,2384.8,Yes,No,0,0,Yes,No,No,3,No,No,No,No,Yes,18,Yes,Yes,Yes,No,Yes,3548.8,49.9830985915493,84.30000000000001,2,4,High,Low,Long,6,High,0.1648563390215451,Low,2
4,1,Male,51,21,Professional,No,4,No,46000,36.7,11.935574,4.946426,NA,Yes,Unmarried,1,2,2,0,0,1,2,Own,Foreign," $ 14,300.00 ",23,No,Yes,Mast,17,11,4339.3,No,20,27,158.6,No,0,0,Yes,No,0,0,Yes,Yes,No,4,Yes,Yes,Yes,Yes,Yes,19,Yes,No,Yes,Yes,No,158.6,7.93,27,6,4,Low,Low,Short,1,Low,0.9973870091169699,High,1
3,3,Female,37,10,Service,No,13,No,41000,14,2.296,3.444,NA,No,Unmarried,1,5,0,0,0,1,3,Own,Domestic," $ 21,500.00 ",30,Yes,No,Visa,19,13,5885.8,Yes,64,48.9,1084.75,No,0,0,Yes,No,0,0,No,No,No,3,No,No,No,No,No,23,Yes,Yes,No,No,Yes,1084.75,16.94921875,48.9,0,3,Low,High,Long,4,High,0.2389881457899851,Low,3
1,2,Female,18,13,Agriculture,No,0,No,13000,16.5,0.21021,1.93479,NA,No,Unmarried,1,1,0,1,0,0,0,-1,-1," $ (1,000.00)",12,Yes,Yes,Visa,0,5,681.6,Yes,5,18.9,32.55,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,No,Yes,No,23,No,No,No,No,No,32.55,6.51,18.9,3,1,Low,Low,Short,1,Low,0.999969401859838,High,1
2,3,Female,36,16,Professional,Yes,5,No,81000,10.5,1.08864,7.41636,NA,No,Married,2,0,0,0,0,1,3,Own,Domestic," $ 57,900.00 ",23,Yes,Yes,AMEX,18,14,4409.9,No,49,25.5,422.15000000000003,No,0,0,Yes,No,0,0,No,No,No,No,Yes,No,No,Yes,No,13,Yes,No,No,No,Yes,422.15000000000003,8.615306122448981,25.5,2,2,Low,Low,Long,2,Low,0.9421638409741662,High,1
5,4,Female,65,17,Labor,No,29,Yes,31000,5.5,1.369115,0.335885,NA,No,Married,3,0,0,0,0,1,3,Own,Foreign," $ 16,900.00 ",19,Yes,Yes,AMEX,34,7,1245.6,No,63,51.6,1072.6499999999999,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,Yes,No,15,No,No,Yes,No,Yes,1072.6499999999999,17.026190476190475,51.6,2,2,Low,Low,Long,2,Low,0.8516580687873787,High,2
3,1,Female,75,10,Professional,No,30,No,107000,2,1.06786,1.07214,NA,No,Unmarried,1,2,2,0,0,0,1,Own,Domestic," $ 51,700.00 ",31,No,Yes,Visa,36,8,1830.8,No,68,115.35,2471.05,No,0,0,Yes,No,0,0,No,No,No,No,No,Yes,No,Yes,No,19,No,No,No,No,Yes,2471.05,36.3389705882353,115.35,2,1,High,Low,Long,6,High,0.05357328897277142,Low,2
4,4,Male,33,14,Professional,No,3,No,32000,22.7,1.19856,6.06544,NA,Yes,Married,4,1,1,0,0,1,3,Own,Foreign," $ 13,700.00 ",25,No,No,Disc,15,6,1241.6,Yes,44,41.7,578.55,No,0,0,Yes,No,0,0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,25,No,Yes,Yes,No,Yes,578.55,13.148863636363636,41.7,5,3,Low,Low,Long,2,Low,0.9880874496701569,High,1
3,2,Male,57,11,Labor,No,31,Yes,25000,11,0.66,2.09,NA,No,Unmarried,2,1,0,0,0,0,2,Lease,Domestic," $ 11,200.00 ",18,No,Yes,Othe,8,13,4515.2,No,21,12.6,68.35,No,0,0,No,No,0,0,No,No,No,No,Yes,No,Yes,Yes,No,19,No,No,No,No,No,68.35,3.2547619047619043,12.6,3,1,Low,Low,Short,1,Low,0.9985823918402805,High,1
